current_bmi,activity_level,fitness_goal,age,gender,target_bmi
29.2,very active,extreme weight loss,53,female,24.7
28.6,moderate,moderate weight loss,62,male,22.8
27.7,active,aggressive weight loss,50,female,20.2
29.8,sedentary,muscle cutting,35,male,20.5
29.4,moderate,extreme weight loss,30,male,22.6
29.5,light,extreme weight loss,41,male,23.2
26.0,very active,extreme weight loss,57,male,23.3
27.6,very active,aggressive weight loss,56,male,22.6
27.5,sedentary,muscle cutting,35,female,20.4
27.2,moderate,moderate weight loss,47,female,19.6
27.6,very active,aggressive weight loss,62,male,23.5
25.5,active,moderate weight loss,44,female,21.2
25.7,sedentary,aggressive weight loss,29,female,23.4
29.0,very active,moderate weight loss,44,male,19.4
29.8,very active,moderate weight loss,24,male,24.9
26.5,light,aggressive weight loss,46,male,21.2
28.6,very active,muscle cutting,39,female,18.5
26.4,light,extreme weight loss,24,female,19.7
25.2,very active,moderate weight loss,38,female,19.5
26.3,very active,extreme weight loss,29,female,20.8
28.9,light,aggressive weight loss,25,male,22.7
27.6,very active,muscle cutting,42,male,21.0
25.5,moderate,moderate weight loss,54,male,21.0
25.7,active,moderate weight loss,37,female,19.6
29.3,very active,aggressive weight loss,47,female,22.2
28.2,active,extreme weight loss,63,male,21.0
26.9,very active,moderate weight loss,60,female,19.1
25.3,light,muscle cutting,33,male,19.6
26.7,very active,moderate weight loss,26,male,20.3
28.4,moderate,extreme weight loss,59,female,23.6
29.4,sedentary,muscle cutting,33,male,21.4
26.9,light,aggressive weight loss,20,female,20.3
25.3,light,muscle cutting,22,male,22.8
25.3,moderate,extreme weight loss,26,female,20.2
26.1,light,moderate weight loss,58,male,21.5
27.6,active,extreme weight loss,55,female,20.5
27.9,very active,extreme weight loss,28,male,22.7
25.3,sedentary,extreme weight loss,64,female,20.8
27.4,light,muscle cutting,61,male,23.3
27.0,sedentary,muscle cutting,27,female,22.9
26.8,very active,moderate weight loss,19,female,20.6
29.4,active,aggressive weight loss,44,male,21.0
25.1,sedentary,muscle cutting,60,female,19.5
27.5,active,muscle cutting,51,female,23.9
26.4,moderate,aggressive weight loss,64,female,24.0
26.1,very active,aggressive weight loss,52,male,18.7
27.7,moderate,extreme weight loss,28,male,24.6
26.8,very active,muscle cutting,30,male,20.9
27.6,very active,muscle cutting,24,male,21.4
28.5,moderate,muscle cutting,61,female,19.9
27.9,very active,muscle cutting,43,female,20.9
29.7,moderate,aggressive weight loss,36,male,21.6
29.4,light,extreme weight loss,55,male,24.5
25.9,moderate,muscle cutting,43,female,20.1
27.5,moderate,extreme weight loss,33,male,22.0
25.7,active,extreme weight loss,54,male,23.0
25.0,moderate,muscle cutting,32,male,23.7
26.7,active,aggressive weight loss,39,male,22.2
26.1,active,aggressive weight loss,57,male,19.7
26.3,light,aggressive weight loss,34,female,18.6
29.7,active,muscle cutting,52,male,22.3
29.5,sedentary,moderate weight loss,39,female,23.8
27.5,moderate,muscle cutting,54,female,23.3
27.5,very active,extreme weight loss,59,male,23.1
29.1,very active,muscle cutting,54,female,21.9
27.4,very active,aggressive weight loss,48,female,20.5
26.9,active,extreme weight loss,41,female,24.0
28.2,moderate,muscle cutting,27,female,21.2
27.5,sedentary,extreme weight loss,31,female,24.8
27.2,very active,moderate weight loss,64,female,19.3
25.8,light,moderate weight loss,29,female,20.3
28.0,very active,extreme weight loss,64,male,23.4
28.0,sedentary,aggressive weight loss,45,male,19.8
26.8,sedentary,aggressive weight loss,56,male,19.9
25.6,sedentary,muscle cutting,43,male,23.7
28.9,very active,moderate weight loss,63,male,23.6
25.8,moderate,aggressive weight loss,39,female,20.1
27.6,light,moderate weight loss,26,female,23.0
28.8,light,aggressive weight loss,43,male,20.7
28.2,very active,aggressive weight loss,52,male,22.1
25.4,very active,muscle cutting,34,female,22.8
25.7,active,muscle cutting,19,female,23.1
27.5,very active,moderate weight loss,36,female,19.3
26.3,light,aggressive weight loss,63,female,21.6
29.1,very active,moderate weight loss,57,female,21.2
25.6,moderate,aggressive weight loss,31,female,19.8
28.2,very active,extreme weight loss,53,male,23.0
27.8,very active,muscle cutting,39,female,20.7
25.6,light,muscle cutting,28,female,19.0
26.6,sedentary,moderate weight loss,29,female,21.0
28.5,very active,extreme weight loss,30,male,21.8
28.9,sedentary,muscle cutting,30,female,23.5
27.7,light,muscle cutting,53,female,18.6
25.9,sedentary,muscle cutting,38,female,21.8
29.5,sedentary,moderate weight loss,41,female,21.5
27.2,very active,extreme weight loss,45,female,24.9
28.0,light,aggressive weight loss,57,female,21.7
28.0,very active,extreme weight loss,25,male,18.6
27.2,light,extreme weight loss,30,female,22.9
28.3,moderate,aggressive weight loss,28,male,18.5
28.9,very active,aggressive weight loss,62,female,24.4
29.6,active,aggressive weight loss,55,female,24.4
28.4,active,aggressive weight loss,51,male,20.5
29.8,active,moderate weight loss,58,female,21.7
27.8,active,moderate weight loss,19,male,19.0
26.7,light,extreme weight loss,31,female,18.6
28.4,light,aggressive weight loss,19,male,19.2
28.8,light,muscle cutting,57,female,24.1
27.4,active,moderate weight loss,30,male,21.8
25.5,moderate,moderate weight loss,42,female,24.0
27.5,light,extreme weight loss,31,female,23.1
29.2,moderate,muscle cutting,30,female,20.8
28.6,light,aggressive weight loss,57,female,19.2
29.4,light,muscle cutting,32,female,21.0
26.9,very active,extreme weight loss,39,male,24.0
29.6,active,moderate weight loss,33,female,20.1
29.0,very active,moderate weight loss,21,female,18.5
28.2,light,aggressive weight loss,40,female,23.9
26.3,sedentary,extreme weight loss,42,male,21.8
28.2,moderate,extreme weight loss,21,male,22.3
28.0,very active,muscle cutting,50,male,21.0
28.4,very active,extreme weight loss,25,female,22.6
26.3,light,extreme weight loss,48,female,23.4
26.8,moderate,muscle cutting,49,female,23.0
27.5,very active,extreme weight loss,21,male,21.4
28.1,very active,moderate weight loss,62,male,19.1
26.8,very active,aggressive weight loss,32,female,22.1
28.6,light,aggressive weight loss,34,female,21.3
26.5,moderate,moderate weight loss,40,male,22.2
26.4,sedentary,extreme weight loss,50,male,20.8
26.2,moderate,aggressive weight loss,50,female,19.0
25.2,moderate,extreme weight loss,45,male,22.7
27.6,moderate,moderate weight loss,51,female,19.1
29.0,very active,extreme weight loss,43,female,20.9
26.8,active,aggressive weight loss,62,female,23.8
25.5,very active,muscle cutting,27,male,23.9
25.7,light,aggressive weight loss,61,male,20.5
25.1,active,muscle cutting,43,female,21.0
29.5,moderate,aggressive weight loss,31,female,20.5
27.8,light,muscle cutting,55,male,24.6
26.1,very active,muscle cutting,45,female,19.8
27.5,light,aggressive weight loss,30,female,21.5
25.1,light,moderate weight loss,44,male,19.3
27.1,light,muscle cutting,29,male,21.8
25.2,very active,extreme weight loss,55,female,24.5
28.9,light,moderate weight loss,22,male,23.3
27.0,moderate,moderate weight loss,41,female,24.8
25.2,light,muscle cutting,57,male,19.2
25.6,sedentary,extreme weight loss,40,female,21.4
26.9,active,extreme weight loss,52,male,22.2
28.5,light,muscle cutting,34,male,19.4
29.0,very active,muscle cutting,46,female,19.9
27.6,sedentary,extreme weight loss,41,female,21.5
27.0,active,extreme weight loss,19,male,22.6
27.3,very active,muscle cutting,18,female,22.7
29.7,moderate,aggressive weight loss,37,male,21.2
26.2,active,aggressive weight loss,63,female,23.3
27.7,light,muscle cutting,46,male,22.7
28.0,light,aggressive weight loss,22,female,21.1
27.5,moderate,muscle cutting,48,female,23.2
27.0,light,extreme weight loss,59,female,21.1
28.1,active,moderate weight loss,61,male,23.7
28.2,sedentary,moderate weight loss,54,female,19.8
29.5,moderate,aggressive weight loss,57,male,22.6
29.7,sedentary,extreme weight loss,60,female,23.8
26.3,very active,muscle cutting,45,female,20.3
25.4,moderate,moderate weight loss,43,male,20.3
28.9,moderate,moderate weight loss,26,male,22.1
25.8,light,moderate weight loss,30,male,19.7
26.5,active,muscle cutting,27,female,24.8
27.4,active,aggressive weight loss,20,female,19.8
27.8,active,aggressive weight loss,31,male,24.6
27.0,moderate,aggressive weight loss,39,male,19.5
26.8,light,moderate weight loss,50,male,20.0
25.0,moderate,muscle cutting,55,female,22.5
27.2,very active,muscle cutting,59,male,20.1
26.9,active,aggressive weight loss,60,male,20.4
27.5,active,extreme weight loss,58,male,21.8
27.3,active,extreme weight loss,20,female,19.3
28.9,active,extreme weight loss,49,female,19.5
25.6,light,moderate weight loss,39,male,21.2
27.5,light,extreme weight loss,63,male,19.4
26.0,active,muscle cutting,40,male,20.5
29.3,moderate,aggressive weight loss,37,female,19.9
25.8,active,extreme weight loss,46,male,23.5
27.1,sedentary,muscle cutting,36,male,20.6
27.8,light,aggressive weight loss,43,female,24.6
27.6,very active,muscle cutting,58,female,22.7
26.4,active,aggressive weight loss,33,male,22.0
27.5,sedentary,muscle cutting,27,male,23.8
28.6,active,muscle cutting,59,male,22.4
26.1,light,moderate weight loss,38,female,21.8
29.6,very active,aggressive weight loss,55,male,24.3
29.6,active,moderate weight loss,48,male,19.1
29.1,very active,aggressive weight loss,49,female,21.7
26.2,sedentary,extreme weight loss,60,female,23.2
26.3,moderate,moderate weight loss,42,female,20.7
27.7,sedentary,muscle cutting,62,male,19.1
26.2,light,moderate weight loss,35,male,22.4
25.9,moderate,extreme weight loss,31,female,24.5
29.0,sedentary,extreme weight loss,44,male,23.0
25.7,very active,muscle cutting,23,female,20.9
28.4,very active,extreme weight loss,42,male,20.7
28.7,moderate,extreme weight loss,53,female,18.9
29.2,moderate,muscle cutting,28,female,22.7
26.1,light,muscle cutting,26,female,23.8
27.9,light,moderate weight loss,59,male,19.6
25.6,very active,muscle cutting,41,female,22.0
25.3,light,aggressive weight loss,49,female,23.6
27.8,light,extreme weight loss,57,male,23.5
28.8,active,extreme weight loss,63,male,21.7
29.3,sedentary,extreme weight loss,44,male,20.4
27.8,light,extreme weight loss,24,female,20.9
29.0,light,extreme weight loss,38,male,22.8
27.8,sedentary,extreme weight loss,39,male,23.1
25.0,sedentary,muscle cutting,41,male,18.6
25.1,moderate,extreme weight loss,45,male,22.9
26.5,sedentary,moderate weight loss,53,male,19.6
27.9,sedentary,muscle cutting,59,male,19.1
27.3,moderate,aggressive weight loss,33,female,19.0
27.6,very active,muscle cutting,24,female,21.8
27.9,sedentary,moderate weight loss,38,female,21.1
27.7,very active,aggressive weight loss,56,male,18.9
28.4,sedentary,muscle cutting,62,female,20.4
28.6,light,extreme weight loss,31,female,20.0
26.9,active,moderate weight loss,49,female,21.5
25.7,sedentary,muscle cutting,25,female,19.5
26.4,active,moderate weight loss,27,male,21.3
29.0,sedentary,extreme weight loss,59,female,20.5
25.1,active,aggressive weight loss,21,male,23.2
29.7,active,moderate weight loss,62,male,24.4
26.6,sedentary,extreme weight loss,55,male,23.1
29.0,moderate,moderate weight loss,26,female,24.8
25.5,active,aggressive weight loss,26,male,19.2
28.7,sedentary,aggressive weight loss,24,female,19.2
25.5,active,muscle cutting,64,male,20.8
25.8,very active,moderate weight loss,56,female,23.8
27.1,very active,muscle cutting,54,male,24.6
28.6,active,moderate weight loss,54,female,22.1
27.3,light,moderate weight loss,55,male,19.1
25.8,very active,muscle cutting,35,male,22.0
29.0,active,aggressive weight loss,46,female,19.9
26.4,active,aggressive weight loss,30,female,19.9
29.7,very active,aggressive weight loss,45,male,23.8
29.4,very active,moderate weight loss,51,male,19.1
29.7,very active,extreme weight loss,28,female,19.5
25.1,sedentary,extreme weight loss,20,male,22.4
25.9,active,muscle cutting,35,female,20.7
25.5,light,aggressive weight loss,29,female,19.4
25.5,moderate,aggressive weight loss,47,female,23.0
28.2,light,muscle cutting,47,female,23.8
28.4,active,muscle cutting,48,female,22.3
27.6,active,aggressive weight loss,50,female,20.9
29.4,moderate,extreme weight loss,18,male,21.7
25.8,active,muscle cutting,39,female,19.8
28.5,light,extreme weight loss,38,female,23.3
27.7,very active,moderate weight loss,35,female,19.4
28.9,active,aggressive weight loss,41,female,19.7
28.2,light,moderate weight loss,55,male,21.4
25.8,very active,aggressive weight loss,27,female,24.4
25.9,active,extreme weight loss,41,male,24.3
26.1,sedentary,moderate weight loss,32,female,21.6
25.1,light,muscle cutting,62,female,20.1
27.0,moderate,moderate weight loss,51,male,21.4
28.5,light,moderate weight loss,41,male,20.4
27.1,moderate,muscle cutting,30,male,20.3
26.9,sedentary,extreme weight loss,21,male,20.6
29.7,light,extreme weight loss,19,male,23.9
29.5,very active,extreme weight loss,55,male,20.3
28.0,moderate,muscle cutting,41,male,23.6
28.3,light,moderate weight loss,52,male,19.1
29.8,very active,extreme weight loss,50,female,20.5
29.7,very active,muscle cutting,43,male,21.6
29.6,light,extreme weight loss,19,female,19.8
27.7,moderate,extreme weight loss,58,female,20.1
26.5,very active,muscle cutting,44,male,23.3
28.5,moderate,aggressive weight loss,62,male,23.5
26.9,very active,muscle cutting,19,male,19.5
27.5,active,aggressive weight loss,48,male,22.3
28.5,active,muscle cutting,30,male,19.0
27.2,moderate,moderate weight loss,43,female,20.3
29.7,very active,extreme weight loss,31,male,21.3
26.0,active,muscle cutting,60,male,24.3
29.0,very active,muscle cutting,28,male,23.5
26.7,active,moderate weight loss,63,female,19.6
27.4,sedentary,moderate weight loss,55,female,19.4
26.1,very active,aggressive weight loss,38,male,21.6
26.3,moderate,muscle cutting,31,male,19.6
27.3,very active,muscle cutting,63,male,23.1
29.7,sedentary,aggressive weight loss,23,female,23.8
25.6,moderate,extreme weight loss,61,female,19.4
28.8,light,muscle cutting,40,male,23.3
25.1,active,muscle cutting,61,male,20.5
28.4,light,muscle cutting,31,male,20.2
28.1,active,moderate weight loss,21,female,24.5
27.4,active,aggressive weight loss,29,male,23.4
26.2,sedentary,moderate weight loss,26,male,24.8
25.7,sedentary,extreme weight loss,19,male,24.7
26.1,very active,muscle cutting,56,male,22.6
27.3,light,moderate weight loss,36,male,23.8
27.3,active,moderate weight loss,53,male,21.9
29.4,active,moderate weight loss,45,female,18.8
28.8,moderate,muscle cutting,49,male,19.1
25.1,very active,muscle cutting,19,female,20.1
26.3,active,moderate weight loss,22,male,21.8
25.7,sedentary,aggressive weight loss,41,female,20.0
27.3,sedentary,aggressive weight loss,52,male,20.5
26.3,light,extreme weight loss,53,female,22.3
29.1,moderate,muscle cutting,59,male,20.1
28.4,moderate,aggressive weight loss,21,female,22.3
26.7,light,moderate weight loss,33,male,22.6
27.4,light,aggressive weight loss,61,male,23.6
28.8,active,moderate weight loss,22,female,22.7
29.5,very active,moderate weight loss,33,male,18.8
26.8,moderate,extreme weight loss,63,female,19.3
29.0,active,moderate weight loss,34,male,22.9
26.8,light,muscle cutting,24,male,22.3
29.8,very active,aggressive weight loss,19,female,18.9
26.6,very active,moderate weight loss,50,female,19.5
29.6,sedentary,moderate weight loss,31,male,23.7
26.0,moderate,muscle cutting,35,male,24.3
26.3,light,muscle cutting,30,male,19.8
25.3,sedentary,muscle cutting,19,female,20.9
27.1,very active,muscle cutting,57,male,22.1
28.3,active,extreme weight loss,40,female,24.2
28.5,light,extreme weight loss,45,female,19.0
28.6,light,moderate weight loss,26,female,19.1
29.1,active,moderate weight loss,64,female,18.8
25.7,sedentary,muscle cutting,55,male,22.1
29.1,active,muscle cutting,40,male,18.5
25.6,sedentary,aggressive weight loss,51,female,23.3
25.6,moderate,extreme weight loss,49,male,19.9
29.3,very active,moderate weight loss,44,male,22.4
27.8,sedentary,moderate weight loss,48,female,22.6
29.0,light,extreme weight loss,40,male,19.2
28.9,very active,aggressive weight loss,34,female,22.5
25.3,active,moderate weight loss,37,male,18.6
27.1,light,muscle cutting,19,male,19.4
27.5,light,muscle cutting,59,female,22.8
27.2,light,moderate weight loss,40,male,20.5
28.9,light,moderate weight loss,44,female,24.8
29.2,active,muscle cutting,62,female,18.5
25.5,very active,aggressive weight loss,28,female,23.3
29.8,sedentary,moderate weight loss,24,female,24.6
27.3,moderate,muscle cutting,41,female,21.0
28.3,sedentary,extreme weight loss,52,female,21.3
27.3,sedentary,extreme weight loss,47,male,22.8
27.3,active,moderate weight loss,34,female,23.7
29.4,very active,moderate weight loss,57,male,24.6
26.8,very active,muscle cutting,31,male,20.6
27.3,sedentary,aggressive weight loss,34,male,24.0
28.7,moderate,aggressive weight loss,21,male,23.4
29.5,moderate,extreme weight loss,28,female,20.6
25.0,very active,aggressive weight loss,47,female,20.0
25.9,active,muscle cutting,51,male,18.7
25.7,active,extreme weight loss,39,female,24.3
25.0,light,moderate weight loss,50,female,24.8
26.7,sedentary,muscle cutting,47,male,24.2
25.5,active,moderate weight loss,20,female,24.4
27.7,moderate,aggressive weight loss,25,male,23.4
25.0,active,moderate weight loss,33,male,23.3
27.3,very active,muscle cutting,41,female,24.3
27.3,light,extreme weight loss,34,male,21.4
26.3,very active,aggressive weight loss,25,male,18.7
25.7,active,moderate weight loss,37,female,22.7
29.4,very active,moderate weight loss,23,female,23.7
26.7,active,aggressive weight loss,44,male,19.3
25.3,light,muscle cutting,42,female,24.8
28.2,sedentary,aggressive weight loss,37,male,21.7
25.5,active,muscle cutting,61,male,22.7
29.8,light,extreme weight loss,34,male,24.7
26.2,active,extreme weight loss,51,female,19.6
29.8,active,aggressive weight loss,64,female,20.7
27.7,light,moderate weight loss,63,male,22.8
27.7,moderate,moderate weight loss,31,female,20.3
25.8,moderate,muscle cutting,38,female,19.2
25.1,moderate,extreme weight loss,64,male,24.8
25.7,sedentary,muscle cutting,24,female,23.9
26.1,active,moderate weight loss,53,female,22.5
25.1,active,aggressive weight loss,48,female,19.3
26.5,very active,muscle cutting,30,male,20.3
25.3,light,extreme weight loss,42,female,24.2
26.9,very active,aggressive weight loss,41,female,24.2
27.6,moderate,moderate weight loss,26,male,20.1
27.2,light,muscle cutting,36,female,23.7
27.5,sedentary,muscle cutting,32,male,18.7
27.2,sedentary,aggressive weight loss,26,male,24.1
27.3,moderate,moderate weight loss,32,female,21.2
28.4,light,extreme weight loss,56,female,21.5
26.9,active,extreme weight loss,64,female,20.9
25.1,very active,aggressive weight loss,38,female,21.2
27.5,active,muscle cutting,38,male,22.9
28.6,moderate,extreme weight loss,40,male,24.8
28.5,active,extreme weight loss,59,female,22.3
25.8,moderate,muscle cutting,56,male,19.8
25.1,sedentary,aggressive weight loss,64,female,22.5
29.4,very active,aggressive weight loss,54,female,24.2
27.7,light,extreme weight loss,54,female,19.1
29.3,very active,moderate weight loss,19,male,24.1
28.3,sedentary,muscle cutting,37,female,22.4
26.9,moderate,extreme weight loss,23,female,22.3
27.8,light,muscle cutting,18,male,23.4
26.3,very active,extreme weight loss,61,male,22.0
26.6,sedentary,muscle cutting,27,male,20.2
25.5,light,aggressive weight loss,38,male,23.9
29.5,light,muscle cutting,26,female,23.6
26.2,moderate,extreme weight loss,60,male,24.2
28.3,sedentary,moderate weight loss,18,male,22.9
29.0,very active,moderate weight loss,43,female,18.8
26.8,moderate,aggressive weight loss,36,male,23.7
28.5,active,aggressive weight loss,44,female,21.7
25.2,active,muscle cutting,32,male,22.4
29.5,very active,moderate weight loss,42,female,23.8
27.1,moderate,extreme weight loss,23,male,19.1
26.6,light,moderate weight loss,52,male,22.8
29.3,moderate,muscle cutting,20,female,20.8
29.9,sedentary,aggressive weight loss,61,male,20.2
39.1,active,extreme weight loss,26,male,20.5
39.5,moderate,extreme weight loss,25,female,18.8
30.8,very active,extreme weight loss,31,female,23.6
34.2,active,high-intensity cardio,43,female,23.5
38.1,active,aggressive weight loss,35,female,20.4
36.1,light,high-intensity cardio,64,female,20.8
37.9,active,high-intensity cardio,47,female,20.1
31.3,sedentary,extreme weight loss,53,female,22.1
39.8,light,extreme weight loss,48,female,24.1
35.3,active,high-intensity cardio,31,female,19.8
34.7,very active,extreme weight loss,43,female,20.5
31.0,moderate,high-intensity cardio,52,female,22.6
33.8,light,aggressive weight loss,45,female,20.6
33.4,very active,high-intensity cardio,50,female,23.7
35.0,moderate,high-intensity cardio,64,male,21.5
31.8,light,high-intensity cardio,29,female,21.8
37.9,sedentary,high-intensity cardio,38,male,23.0
31.9,very active,aggressive weight loss,61,female,19.3
32.5,very active,extreme weight loss,38,female,21.7
39.5,moderate,aggressive weight loss,41,female,23.9
35.0,sedentary,extreme weight loss,61,male,21.6
31.6,light,high-intensity cardio,48,female,19.8
32.7,light,high-intensity cardio,58,male,22.3
35.6,sedentary,aggressive weight loss,19,female,24.6
30.8,moderate,extreme weight loss,52,male,21.2
34.5,very active,aggressive weight loss,55,male,22.3
33.2,light,aggressive weight loss,21,female,23.9
38.9,moderate,aggressive weight loss,51,female,24.9
33.6,light,high-intensity cardio,53,male,20.3
38.2,moderate,extreme weight loss,51,female,24.5
32.7,moderate,aggressive weight loss,63,male,23.1
30.5,active,high-intensity cardio,62,male,18.5
39.0,light,extreme weight loss,30,female,23.7
33.7,sedentary,high-intensity cardio,30,male,18.6
35.3,moderate,high-intensity cardio,64,female,24.7
33.6,light,extreme weight loss,64,female,23.6
38.1,moderate,extreme weight loss,43,male,19.3
33.3,active,aggressive weight loss,36,male,21.7
36.9,moderate,aggressive weight loss,47,male,23.4
38.5,light,extreme weight loss,30,female,18.6
31.4,sedentary,aggressive weight loss,20,female,18.7
33.0,light,aggressive weight loss,39,female,21.8
36.0,active,high-intensity cardio,58,male,23.6
30.6,very active,aggressive weight loss,63,male,23.4
36.4,sedentary,extreme weight loss,62,male,18.9
37.8,very active,aggressive weight loss,61,female,20.6
37.4,moderate,extreme weight loss,21,male,23.0
31.3,moderate,high-intensity cardio,29,male,23.8
38.9,very active,extreme weight loss,57,male,18.7
34.0,active,aggressive weight loss,34,male,20.4
30.9,very active,extreme weight loss,29,male,22.1
30.7,sedentary,aggressive weight loss,20,male,19.6
39.5,moderate,aggressive weight loss,63,female,24.0
34.7,moderate,high-intensity cardio,53,female,19.3
33.8,sedentary,high-intensity cardio,49,female,23.0
31.2,light,high-intensity cardio,55,female,24.6
30.5,sedentary,high-intensity cardio,32,male,23.0
39.3,light,extreme weight loss,31,male,22.3
33.0,very active,extreme weight loss,60,female,20.8
36.5,active,high-intensity cardio,50,female,24.0
39.9,sedentary,aggressive weight loss,54,female,21.5
31.6,moderate,high-intensity cardio,56,female,20.6
37.8,moderate,extreme weight loss,26,female,22.5
30.2,active,extreme weight loss,53,female,20.6
31.9,sedentary,aggressive weight loss,32,female,19.8
32.1,very active,high-intensity cardio,36,male,22.7
39.3,active,aggressive weight loss,41,female,22.3
38.7,sedentary,high-intensity cardio,21,female,19.4
32.9,active,high-intensity cardio,24,female,22.4
33.0,active,extreme weight loss,63,male,23.1
37.4,very active,extreme weight loss,45,male,19.9
34.4,sedentary,high-intensity cardio,60,male,23.3
34.2,sedentary,extreme weight loss,45,female,21.6
30.7,moderate,aggressive weight loss,22,male,24.2
39.4,sedentary,high-intensity cardio,54,male,23.8
39.3,light,extreme weight loss,43,female,21.3
34.7,very active,extreme weight loss,19,female,18.8
35.9,light,extreme weight loss,26,female,19.4
31.0,moderate,aggressive weight loss,34,female,24.3
32.2,active,high-intensity cardio,37,female,23.3
31.9,sedentary,aggressive weight loss,30,male,20.3
31.4,light,extreme weight loss,25,male,24.4
38.5,active,extreme weight loss,59,female,20.5
39.6,very active,aggressive weight loss,29,female,19.7
34.8,sedentary,extreme weight loss,53,female,23.2
30.5,very active,high-intensity cardio,56,female,20.2
35.4,light,high-intensity cardio,56,male,22.7
37.5,sedentary,extreme weight loss,31,female,19.4
32.9,light,extreme weight loss,18,female,19.8
35.1,moderate,extreme weight loss,45,male,24.2
34.6,active,high-intensity cardio,26,female,19.6
38.5,moderate,extreme weight loss,42,male,23.3
32.1,moderate,high-intensity cardio,34,male,23.5
33.9,sedentary,extreme weight loss,49,female,22.4
30.8,active,high-intensity cardio,58,male,22.7
30.2,light,extreme weight loss,46,female,21.2
31.5,very active,aggressive weight loss,63,male,22.6
33.4,very active,aggressive weight loss,58,female,23.0
37.4,active,high-intensity cardio,34,male,20.1
31.2,light,high-intensity cardio,49,male,24.6
35.0,active,high-intensity cardio,47,female,23.4
30.1,active,aggressive weight loss,61,female,20.4
34.9,very active,high-intensity cardio,26,male,20.5
33.6,light,extreme weight loss,26,female,22.8
39.0,very active,high-intensity cardio,26,male,24.0
33.8,sedentary,aggressive weight loss,59,male,23.0
36.7,active,extreme weight loss,22,male,20.1
36.4,moderate,extreme weight loss,64,male,21.1
36.6,moderate,extreme weight loss,20,female,18.9
37.8,sedentary,high-intensity cardio,52,female,20.6
32.5,moderate,high-intensity cardio,62,male,24.6
32.0,light,extreme weight loss,21,female,21.3
31.3,sedentary,aggressive weight loss,62,male,23.0
31.1,very active,high-intensity cardio,20,male,24.7
32.6,sedentary,high-intensity cardio,24,female,21.7
34.0,light,aggressive weight loss,49,female,23.4
35.2,active,high-intensity cardio,24,female,22.0
36.8,light,aggressive weight loss,58,female,24.8
36.3,very active,high-intensity cardio,22,male,23.6
37.6,moderate,extreme weight loss,51,female,21.8
33.4,sedentary,extreme weight loss,45,male,19.2
39.7,very active,extreme weight loss,33,female,18.7
30.7,sedentary,high-intensity cardio,29,female,22.5
39.1,moderate,aggressive weight loss,61,male,20.4
31.0,moderate,extreme weight loss,46,male,24.5
33.9,moderate,high-intensity cardio,36,female,22.3
32.8,light,aggressive weight loss,62,female,23.7
36.9,active,aggressive weight loss,58,male,23.9
34.9,sedentary,high-intensity cardio,41,male,19.3
35.9,active,extreme weight loss,21,male,23.6
31.6,very active,aggressive weight loss,28,male,22.6
30.1,sedentary,high-intensity cardio,35,male,22.7
30.8,active,extreme weight loss,61,female,19.2
34.7,light,high-intensity cardio,61,female,24.7
37.5,moderate,high-intensity cardio,59,male,19.9
35.8,very active,high-intensity cardio,20,female,24.1
35.8,very active,high-intensity cardio,19,male,21.2
35.9,active,aggressive weight loss,59,male,24.0
36.6,light,high-intensity cardio,19,male,20.5
38.3,light,high-intensity cardio,60,male,20.8
33.5,sedentary,aggressive weight loss,28,male,20.2
38.6,light,extreme weight loss,63,female,21.1
38.5,moderate,aggressive weight loss,37,female,20.5
33.5,light,extreme weight loss,55,male,24.2
37.2,sedentary,extreme weight loss,60,male,19.4
31.6,light,extreme weight loss,63,male,24.4
37.4,light,extreme weight loss,26,male,21.4
38.8,active,high-intensity cardio,44,female,20.8
38.7,very active,high-intensity cardio,44,female,22.8
38.5,sedentary,high-intensity cardio,49,female,21.6
39.3,moderate,high-intensity cardio,23,male,23.0
35.3,light,high-intensity cardio,48,male,19.4
39.5,moderate,extreme weight loss,20,female,22.6
33.6,very active,extreme weight loss,32,male,21.8
38.7,active,aggressive weight loss,49,female,24.4
34.0,light,high-intensity cardio,48,female,24.6
39.1,very active,aggressive weight loss,19,female,21.6
31.5,moderate,high-intensity cardio,18,male,21.5
30.2,active,extreme weight loss,30,female,21.2
32.7,active,high-intensity cardio,55,male,22.5
38.9,very active,aggressive weight loss,51,male,20.2
37.1,sedentary,extreme weight loss,32,female,18.8
31.7,very active,aggressive weight loss,22,female,18.6
31.3,active,aggressive weight loss,40,female,22.3
31.7,sedentary,extreme weight loss,39,male,23.1
30.3,sedentary,aggressive weight loss,38,male,19.1
35.1,very active,high-intensity cardio,19,female,21.9
34.4,light,high-intensity cardio,26,male,23.6
31.3,active,high-intensity cardio,30,male,23.7
33.8,active,aggressive weight loss,57,male,22.5
35.6,sedentary,aggressive weight loss,24,male,21.4
37.3,moderate,high-intensity cardio,41,female,21.5
35.9,moderate,high-intensity cardio,21,female,18.6
30.7,sedentary,high-intensity cardio,23,male,18.8
31.0,moderate,extreme weight loss,50,female,23.6
36.4,active,high-intensity cardio,22,female,19.8
35.7,active,aggressive weight loss,49,female,24.1
37.5,active,aggressive weight loss,64,female,21.3
33.7,very active,high-intensity cardio,23,male,22.6
34.0,sedentary,extreme weight loss,51,female,21.4
37.4,active,aggressive weight loss,19,female,24.6
39.0,light,high-intensity cardio,23,male,22.9
31.2,very active,high-intensity cardio,49,male,19.8
